event,date,category,lifter_name,bodyweight,snatch_1,snatch_2,snatch_3,cj_1,cj_2,cj_3,best_snatch,best_cj,total
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Men 94,LE TRIONNAIRE Gregory,92.1,75.0,80.0,85.0,91.0,94.0,-0.0,85.0,94.0,179.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Men 110,WRIGHT George,97.2,108.0,115.0,-121.0,127.0,137.0,-142.0,115.0,137.0,252.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Men 110,LUAKI Amete,101.6,80.0,88.0,92.0,115.0,122.0,130.0,92.0,130.0,222.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Men 110,TOULOUSE Uriac,100.9,-105.0,105.0,-112.0,115.0,-122.0,-128.0,105.0,115.0,220.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,U20 Women 77,FIRENZULA Maya charlotte,76.1,65.0,68.0,71.0,80.0,83.0,86.0,71.0,86.0,157.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,U20 Women 86,LEBON Leane,81.85,48.0,51.0,55.0,60.0,64.0,67.0,55.0,67.0,122.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Women 58,VERMONT Morgane,58.0,-70.0,70.0,75.0,85.0,-90.0,90.0,75.0,90.0,165.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Women 63,RAKOTOMALALA Emma,60.9,70.0,-73.0,74.0,92.0,96.0,-100.0,74.0,96.0,170.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Women 63,HOAREAU Elisa,59.5,60.0,64.0,-67.0,78.0,82.0,-85.0,64.0,82.0,146.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Women 63,CADET Auberi,59.3,57.0,60.0,-62.0,74.0,77.0,81.0,60.0,81.0,141.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Women 63,JEANNIN Sophie,58.75,42.0,45.0,-47.0,52.0,56.0,-60.0,45.0,56.0,101.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Women 69,BAISSE Chloé,68.35,58.0,61.0,63.0,68.0,72.0,75.0,63.0,75.0,138.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Women 69,TORNEY Constance,68.3,50.0,53.0,56.0,65.0,68.0,70.0,56.0,70.0,126.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Women 69,LE BIDAN Margot,63.2,43.0,45.0,47.0,60.0,64.0,68.0,47.0,68.0,115.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Women 69,HOARAU Veronique,68.2,45.0,49.0,51.0,55.0,60.0,65.0,51.0,65.0,116.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Women 77,MATALLI Maylis,71.2,63.0,67.0,70.0,83.0,-87.0,90.0,70.0,90.0,160.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Women 77,TISSOT Clarisse,75.75,70.0,74.0,-78.0,85.0,90.0,-93.0,74.0,90.0,164.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Women 77,TOULLEC Gaëlle,69.2,65.0,68.0,-71.0,79.0,-82.0,84.0,68.0,84.0,152.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Women 86,PROUET Caroline,84.15,68.0,71.0,73.0,82.0,86.0,89.0,73.0,89.0,162.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,U20 Women 77,FIRENZULA Maya charlotte,76.1,65.0,68.0,71.0,80.0,83.0,86.0,71.0,86.0,157.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,U20 Women 86,LEBON Leane,81.85,48.0,51.0,55.0,60.0,64.0,67.0,55.0,67.0,122.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Women 58,VERMONT Morgane,58.0,-70.0,70.0,75.0,85.0,-90.0,90.0,75.0,90.0,165.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Women 63,RAKOTOMALALA Emma,60.9,70.0,-73.0,74.0,92.0,96.0,-100.0,74.0,96.0,170.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Women 63,HOAREAU Elisa,59.5,60.0,64.0,-67.0,78.0,82.0,-85.0,64.0,82.0,146.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Women 63,CADET Auberi,59.3,57.0,60.0,-62.0,74.0,77.0,81.0,60.0,81.0,141.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Women 63,JEANNIN Sophie,58.75,42.0,45.0,-47.0,52.0,56.0,-60.0,45.0,56.0,101.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Women 69,BAISSE Chloé,68.35,58.0,61.0,63.0,68.0,72.0,75.0,63.0,75.0,138.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Women 69,TORNEY Constance,68.3,50.0,53.0,56.0,65.0,68.0,70.0,56.0,70.0,126.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Women 69,LE BIDAN Margot,63.2,43.0,45.0,47.0,60.0,64.0,68.0,47.0,68.0,115.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Women 69,HOARAU Veronique,68.2,45.0,49.0,51.0,55.0,60.0,65.0,51.0,65.0,116.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Women 77,MATALLI Maylis,71.2,63.0,67.0,70.0,83.0,-87.0,90.0,70.0,90.0,160.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Women 77,TISSOT Clarisse,75.75,70.0,74.0,-78.0,85.0,90.0,-93.0,74.0,90.0,164.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Women 77,TOULLEC Gaëlle,69.2,65.0,68.0,-71.0,79.0,-82.0,84.0,68.0,84.0,152.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Women 86,PROUET Caroline,84.15,68.0,71.0,73.0,82.0,86.0,89.0,73.0,89.0,162.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,U20 Men 71,NICAISE Quentin,68.44,55.0,60.0,65.0,70.0,75.0,-80.0,65.0,75.0,140.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Men 65,MARKA Erwan,64.62,-85.0,-88.0,-90.0,100.0,105.0,-110.0,0.0,105.0,0.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Men 71,TELMAR Guillaume,68.35,60.0,65.0,-70.0,75.0,80.0,-85.0,65.0,80.0,145.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Men 79,FUTOL Jean daniel,77.58,95.0,100.0,105.0,118.0,124.0,130.0,105.0,130.0,235.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Men 79,BUCHET Sébastien,77.82,85.0,-90.0,91.0,113.0,117.0,121.0,91.0,121.0,212.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Men 79,DAGARD Eric,73.95,85.0,90.0,95.0,-100.0,105.0,110.0,95.0,110.0,205.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Men 79,CHANE-KUNE Guillaume,78.81,90.0,-95.0,-95.0,105.0,-110.0,-110.0,90.0,105.0,195.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Men 79,GUITTON Mathieu,77.71,76.0,79.0,81.0,95.0,100.0,103.0,81.0,103.0,184.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Men 88,PROMI Allan,86.59,83.0,86.0,90.0,105.0,112.0,115.0,90.0,115.0,205.0
REU - REG 1 - Saint denis - REU - autre - Saint denis - REU - autre - Saint denis - Championnat par équipes 1er tour - Plateau 2 Homme,2025-10-19,SEN Men 88,JEAN MARIE Franck,84.23,-85.0,-85.0,85.0,110.0,115.0,-120.0,85.0,115.0,200.0
