event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
VWA Open,2015-05-16,female,Emily Scott,47.80,56,-59,-59,-72,-72,-72,56,0,0
VWA Open,2015-05-16,female,Emily Cavell,57.70,63,66,-69,80,-83,83,66,83,149
VWA Open,2015-05-16,female,Rachel Goodman,63.90,74,78,80,95,-100,-100,80,95,175
VWA Open,2015-05-16,female,Jacquie White,65.90,72,75,-77,88,92,0,75,92,167
VWA Open,2015-05-16,female,Jessica Partridge,64.95,71,-74,74,92,-95,-96,74,92,166
VWA Open,2015-05-16,female,Miranda Hoare,67.35,-62,62,-65,70,75,-78,62,75,137
VWA Open,2015-05-16,female,Erin Gubatanga,68.35,56,-59,-59,66,-70,70,56,70,126
VWA Open,2015-05-16,female,Clare Cherry,73.30,-72,72,-75,93,-97,-97,72,93,165
VWA Open,2015-05-16,female,Jessikah Tidd,73.00,21,23,25,27,30,32,25,32,57
VWA Open,2015-05-16,female,Kaitlyn Fassina,94.65,90,95,100,110,116,-121,100,116,216
VWA Open,2015-05-16,female,Belinda Van Tienen,84.70,85,88,-90,106,-111,111,88,111,199
VWA Open,2015-05-16,female,Lucy Mckeown,81.75,55,57,60,77,80,83,60,83,143
VWA Open,2015-05-16,female,Jenny Driessen,66.55,50,-55,55,55,65,-70,55,65,120
VWA Open,2015-05-16,female,Elaine Janes,65.35,20,21,22,28,-30,-30,22,28,50
VWA Open,2015-05-16,male,Alexander Mifsud,53.20,17,18,19,17,19,20,19,20,39
VWA Open,2015-05-16,male,Lachlan Robinson,61.75,77,80,82,90,93,95,82,95,177
VWA Open,2015-05-16,male,James Savvas,68.60,-86,86,-90,115,119,123,86,123,209
VWA Open,2015-05-16,male,Aaron Hamill,65.60,52,57,-62,65,75,80,57,80,137
VWA Open,2015-05-16,male,Chris Ackland,71.10,90,-93,93,-110,113,116,93,116,209
VWA Open,2015-05-16,male,Cao Tran,72.05,72,-76,76,92,-96,96,76,96,172
VWA Open,2015-05-16,male,Daniel Katz,76.30,-115,115,-120,0,0,0,115,0,0
VWA Open,2015-05-16,male,Liam Larkins,85.00,127,130,-132,162,165,0,130,165,295
VWA Open,2015-05-16,male,Michael Censori,84.40,97,102,-106,130,-135,-140,102,130,232
VWA Open,2015-05-16,male,Michael Nolan,83.75,85,90,92,112,117,-120,92,117,209
VWA Open,2015-05-16,male,Lewis Ronan,84.40,88,93,97,107,112,-115,97,112,209
VWA Open,2015-05-16,male,Angus Banh,79.45,60,68,75,90,98,105,75,105,180
VWA Open,2015-05-16,male,Brendan Tuck,84.90,-77,77,-81,95,100,-103,77,100,177
VWA Open,2015-05-16,male,Andrew Sandbach,78.90,-80,82,-85,-100,-100,-110,82,0,0
VWA Open,2015-05-16,male,Dexter Tan,84.90,100,-105,-105,-130,-130,-130,100,0,0
VWA Open,2015-05-16,male,Simon Mccoy,93.80,117,-122,122,148,152,155,122,155,277
VWA Open,2015-05-16,male,Paul Tofari,90.20,105,110,112,-135,135,-145,112,135,247
VWA Open,2015-05-16,male,Damian Willis,91.90,-80,80,-85,105,-110,-110,80,105,185
VWA Open,2015-05-16,male,Nicodemus Scheelings,91.80,-127,127,132,-151,-151,-151,132,0,0
VWA Open,2015-05-16,male,Zac Grgurevic,104.75,132,137,-140,172,177,-180,137,177,314
VWA Open,2015-05-16,male,Geordie Biss,104.70,120,-125,-125,145,150,-153,120,150,270
VWA Open,2015-05-16,male,Daniel Bailey,104.20,115,120,-123,-140,141,-150,120,141,261
VWA Open,2015-05-16,male,Alexander Marcou,97.40,85,-90,-90,-100,105,110,85,110,195
VWA Open,2015-05-16,male,Philip Wood,122.75,140,-145,145,170,-177,-177,145,170,315
VWA Open,2015-05-16,male,Joshua Quinn,123.65,-122,-122,-122,155,-162,165,0,165,0
VWA Open,2015-05-16,male,Benjamin Silva,67.00,-60,60,65,75,82,87,65,87,152
VWA Open,2015-05-16,male,Shane Bailey,76.35,-73,-73,-73,-85,-85,85,0,85,0
